,bolt1,nut1,jig1,bin1
x,467.45875594311906,697.2330324966732,680.8885501373497,544.1787230778698
y,164.62164915358335,-17.728674443607318,5.484194757498726,-210.16708756348544
z,25.11294694186803,85.70101074265119,84.19314191622287,64.3772557842781
rx,-0.046746986144820424,-0.0585114449531655,-0.023949178089790614,-0.05378689154439608
ry,0.15765815835989674,-0.34113964370540845,0.03753153360395525,-0.008770146484343655
rz,0.8925909075919497,0.05007261263384812,-0.003846258877738431,0.009143363557705543
qx,-0.022579457412230053,-0.02910685929124655,-0.011973592697714494,-0.026890024220257946
qy,0.07615112686301682,-0.16970190389157555,0.018764205394001213,-0.004384515345798625
qz,0.43113406973615753,0.024908912973267163,-0.0019229694246434602,0.004571100140977416
qw,0.8987850621217511,0.9847505270941794,0.9997503887783354,0.999618330997445
