,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw
0,3748.4,315.014,-112.01899999999998,292.92600000000004,3.134984,0.041172,-0.032999,40.6,0,0,6.761766706909253,-3.530313706833516,0.0236408981638237,-0.0650623762188091,-0.6586319413706411,0.0880033216856375,0.9998536426099718,0.01313115925744366,-0.010524509966394233,0.0030823215428495494
125,3750.2,315.01,-112.02800000000002,292.937,3.13501,0.041041,-0.033035,40.6,0,0,6.749837688447944,-3.506695298039947,0.0152052433869608,-0.0661876570045771,-0.659246892294877,0.0876341297539672,0.9998541096611773,0.013089276434398736,-0.010535909139893333,0.0030699926179510928
250,3752.2,354.71599999999995,-112.02000000000001,292.94,3.13496,0.041202,-0.033209,40.6,0,0,6.829773935723367,-3.8863304364588185,0.0157340064927161,-0.0338824421443913,-0.6503959946071574,0.086908061502893,0.9998527747143869,0.013140816477333736,-0.010591558040769285,0.003093014147977449
375,3754.2,397.943,-112.045,292.894,3.134959,0.041081,-0.033458,40.6,0,0,6.654266402498877,-2.759504176121548,-0.0887857816762377,-0.1244908480316842,-0.6694897985368875,0.0894481107490128,0.9998524368551416,0.013102224928123804,-0.010670972995914565,0.0030929843337259965
500,3756.2,434.636,-112.035,292.949,3.134935,0.040953,-0.032962,40.6,0,0,6.7400519855977805,-2.778265215536192,0.1477292911760631,-0.1324651980992882,-0.6640729435634392,0.0871540660142484,0.9998545960728974,0.013061529273485214,-0.010512883742646926,0.0031084466143962435
625,3757.8,465.127,-112.05799999999999,292.827,3.134889,0.041053,-0.033566,40.6,0,0,6.7088797393475215,-3.9218776109316575,-0.1234143741426196,-0.0291854760599241,-0.6594390013805641,0.0876205662585065,0.9998520717090279,0.01309358229266514,-0.010705653258850707,0.0031275853643819877
750,3759.592,514.5690000000001,-112.042,292.802,3.134994,0.040894,-0.033567,40.5,0,0,6.501339051842871,-3.4820060918595965,-0.0093927844589236,-0.0656165837065798,-0.6807510639557589,0.0871023458086967,0.9998529000505355,0.013042444258160176,-0.01070562249752195,0.003076126663064863
875,3761.592,521.418,-112.002,292.801,3.134972,0.041017,-0.03358,40.6,0,0,6.728658221683624,-3.459353748454141,-0.1123213448563733,-0.070528069382995,-0.661314634191062,0.0877755378768151,0.9998523101241679,0.013081757095234979,-0.010709837463929362,0.003086252122288261
1000,3762.592,529.771,-112.08600000000001,292.648,3.134795,0.041018,-0.03402,40.6,0,0,6.380851326250876,-3.700568355530632,-0.0517733975745787,-0.0497321610829091,-0.6919103283934757,0.0877093893797119,0.9998505076608154,0.013082791099013277,-0.010850761938379047,0.003172360765382524
1125,3763.2,533.145,-112.067,292.66900000000004,3.134814,0.041141,-0.034007,40.6,0,0,6.760891959625897,-3.607136483930929,0.0016753526887174,-0.0563636038778795,-0.6560741678701608,0.0878911242060826,0.9998500728518899,0.013121937010361571,-0.010846545098839746,0.0031621269084795675
