,bolt1,nut1,jig1,bin1
x,542.1718388870214,550.9049326266869,681.9056792479897,376.958138572461
y,-217.40064299001224,-80.5511591084146,6.113192921656781,-138.61457072876806
z,33.963174103550855,26.973324859956506,83.90660024790424,69.6367828296498
rx,-0.4636748190226229,0.018551341496981868,-0.025856671011478344,0.0067542907066677075
ry,-0.07140668762871134,0.3169289752335712,0.04100542234957065,-0.008071219749364571
rz,-0.27066133833654754,-0.29202628525334906,0.004274542938589496,0.00228876145904714
qx,-0.22901404518531648,0.009203925292683275,-0.012927059794849675,0.0033771290300014145
qy,-0.03526854104694782,0.15723879653722211,0.020500688058050904,-0.004035590368681007
qz,-0.13368258405402006,-0.1448837602072561,0.002137060572811904,0.001144375198193073
qw,0.9635547020490935,0.9768315845891445,0.9997039791289795,0.9999854996025176
