,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw
0,8157.2,315.032,-112.00699999999999,292.937,3.134959,0.041173,-0.033093,38.6,0,0,6.730268593894462,-3.454148093253435,0.0466289507678216,-0.0689471799474808,-0.6588826239614125,0.0871046152372799,0.9998532831873491,0.013131578189275435,-0.010554570155628492,0.003094317787071563
125,8157.8,315.013,-112.02400000000002,292.94999999999993,3.134923,0.041211,-0.033055,38.6,0,0,6.737991320415059,-3.485961078445666,0.0442072743182788,-0.0659378404963708,-0.6588054201896739,0.0867133430796778,0.9998531928619813,0.013143847530237618,-0.01054257067559643,0.003112265951651275
250,8158.4,315.03700000000003,-112.02400000000002,292.93,3.134923,0.041211,-0.033112,38.6,0,0,6.74145538803207,-3.4385436663745508,0.0341939095563492,-0.0701781215677337,-0.658519798186798,0.0870584408273175,0.9998530019991748,0.013143845021197647,-0.010560748255123547,0.0031119652293563386
375,8158.8,315.029,-112.016,292.97399999999993,3.13491,0.041286,-0.032961,38.6,0,0,6.748457061544558,-3.496965421177248,0.0325647390590636,-0.0647461908913741,-0.6580348898818005,0.0866688704320408,0.9998531723622228,0.013167822385378442,-0.010512633668663923,0.003118766450831936
500,8159.4,314.984,-112.049,292.94999999999993,3.134889,0.041099,-0.033075,38.6,0,0,6.75157017482764,-3.4789540687526674,0.0389849493069032,-0.0672582903150131,-0.6582202226080652,0.0869658373646274,0.9998535363371204,0.01310827288938119,-0.010549067515420884,0.003129893060036411
625,8160.0,315.025,-112.022,292.96199999999993,3.134887,0.041211,-0.032942,38.6,0,0,6.72710672739959,-3.4698990664117715,0.0469559998189292,-0.0683311110202653,-0.6589280565539123,0.0868845747787311,0.9998535108383244,0.013144002649906738,-0.010506654419772095,0.0031308579526001645
750,8161.008,328.077,-111.99999999999999,293.01700000000005,3.134953,0.041334,-0.03235,38.7,0,0,6.77754256795812,-3.2007775579594813,0.0478079786052366,-0.0920874918876583,-0.6546937910052048,0.0869375225536693,0.9998550618231695,0.01318297566993792,-0.010317638334603273,0.003100135201608443
875,8161.6,353.173,-112.036,292.89799999999997,3.134963,0.041032,-0.033268,38.6,0,0,6.7241981572867005,-4.377692606492286,0.0197661945736896,0.0160689649225937,-0.6557083801733714,0.0860088420620557,0.9998532886073261,0.013086591496657474,-0.010610370586634842,0.0030923163048212805
1000,8162.408,364.952,-112.045,292.904,3.134843,0.041233,-0.033222,38.6,0,0,6.779853601569063,-3.544809247577745,0.0865809887580849,-0.0611922623237655,-0.6556894957128551,0.0865386903253074,0.9998524084582918,0.013151189503895648,-0.010596095789741742,0.0031512329016823723
1125,8164.008,365.05,-129.613,292.99199999999996,3.134926,0.041355,-0.032842,38.6,0,0,6.735709364943364,-3.488025179224609,0.1009201007366693,-0.0648589721281382,-0.6570806183849863,0.0864827618919346,0.9998533064290499,0.013189763805389143,-0.010474627563694602,0.003110937327572734
1250,8165.0,365.025,-161.31300000000002,292.891,3.134972,0.041422,-0.033341,38.6,0,0,6.809813641205008,-3.402556523209257,-0.0612264327853033,-0.0728404333267192,-0.6521867516492927,0.0868169525105946,0.9998514298878813,0.013210914141758148,-0.01063360263628889,0.00308486525986373
1375,8166.408,364.991,-176.451,292.94399999999996,3.134925,0.041367,-0.033325,38.6,0,0,6.744392283456063,-3.942141266138762,0.0047793258099193,-0.0329047706508551,-0.6585712575895278,0.087172088037606,0.999851637237228,0.013193573268129992,-0.010628661231426789,0.0031088098816627542
1500,8167.4,364.995,-210.447,292.933,3.134894,0.04174,-0.033377,38.6,0,0,6.628504375012946,-3.610490515140084,-0.0459919643303979,-0.0559783636846868,-0.664080281637717,0.08669939599587,0.9998498418460994,0.01331264546700979,-0.010645332241312547,0.0031215593013596906
1625,8167.808,364.97499999999997,-211.977,292.932,3.134834,0.041384,-0.033332,38.7,0,0,6.70662829200941,-3.615100499054484,-0.0107222248544119,-0.0551262654065243,-0.6607954793769589,0.0869750178527948,0.9998513916581213,0.013199375147896089,-0.010631199797740007,0.0031541537507907102
1750,8168.4,365.08299999999997,-219.15599999999998,292.879,3.134868,0.041765,-0.033414,38.7,0,0,6.818637978792179,-3.460549388092359,0.1286727800807952,-0.0674794152212068,-0.6527660994091015,0.0872459504270912,0.9998495680771529,0.013320725852170581,-0.010657218571158334,0.0031341938403592457
1875,8169.408,365.00899999999996,-256.748,292.863,3.135,0.041656,-0.033549,38.7,0,0,6.880368785282565,-3.862323003739181,0.1055257202454875,-0.0291957225298039,-0.6451203187742786,0.086535328928004,0.9998497876244145,0.013285404387011996,-0.01069982791866395,0.003068207978276932
2000,8169.808,364.94,-261.868,292.932,3.134846,0.041323,-0.033442,38.6,0,0,6.90996240022596,-3.311785557579628,0.0086965374540434,-0.0789202987357688,-0.6458486540749149,0.0883984378033475,0.9998512952652041,0.013179867551466332,-0.010666242302256301,0.0031479712465210543
2125,8170.408,364.984,-265.352,292.84700000000004,3.134927,0.041555,-0.033697,38.6,0,0,6.674530265414294,-3.605218166756051,-0.0041177361409883,-0.0555838398928515,-0.6635635481488888,0.0865940188308454,0.9998495898830563,0.013253498313546188,-0.010747277888859723,0.003104579056328399
2250,8170.808,364.93399999999997,-276.644,292.831,3.13505,0.041555,-0.033831,38.6,0,0,6.7632122811807625,-3.750347497049091,-0.0045809930955702,-0.042961507954891,-0.656746349554013,0.0859681594248286,0.9998493323581435,0.013252974914640166,-0.010789589564124449,0.003042366829361692
2375,8171.408,364.949,-301.935,292.93,3.134943,0.041569,-0.033377,38.7,0,0,6.626344143103596,-3.481168748569877,0.060444990691102,-0.0651539253160819,-0.6656559315666527,0.0867249672387479,0.9998506434737499,0.01325790976057948,-0.010645174386654988,0.0030981988616320356
2500,8172.008,364.92400000000004,-311.851,292.927,3.134827,0.041343,-0.033431,38.6,0,0,6.6460171046831285,-3.3961049280279845,-0.0020945641811113,-0.074075172511598,-0.6653058494212244,0.0872656914861171,0.9998512171392246,0.013186325392178568,-0.01066279767278431,0.0031573966573503714
2625,8172.608,364.947,-318.257,292.9,3.134925,0.041357,-0.033496,38.6,0,0,6.6768166791391685,-3.4190800137584803,5.263976051396576e-05,-0.0692472921915333,-0.6636849455532692,0.0871462041720977,0.9998511008532291,0.013190376796250946,-0.010683194167062931,0.003107964759719104
2750,8173.408,365.00899999999996,-349.753,292.88199999999995,3.134923,0.041532,-0.033565,38.6,0,0,6.69323693786609,-3.2112485111358717,0.0730699127950516,-0.0861428711693105,-0.6639830691908951,0.0868624931761753,0.9998501293228141,0.013246186771105738,-0.010705197413371956,0.0031074390609227643
2875,8174.208,364.92400000000004,-361.803,292.917,3.134802,0.041327,-0.033621,38.6,0,0,6.761955119496466,-3.5802168339984384,0.0474486487616989,-0.0586780751225966,-0.6550644188760377,0.0873166772954504,0.999850597542248,0.013181319153371883,-0.01072347693409916,0.003168984416237236
3000,8175.6,364.908,-357.074,292.95300000000003,3.1347,0.041498,-0.033636,38.6,0,0,7.252319991462191,-3.7705468854673048,0.1323893171431097,-0.0436680240051295,-0.6193182953547408,0.0863326721032345,0.9998496575074014,0.01323627814056916,-0.01072860021052061,0.0032187669752155035
3125,8176.608,364.89300000000003,-356.904,291.95300000000003,3.134724,0.041484,-0.033676,38.6,0,0,6.077703016831431,-2.51822434264569,-0.275546814541164,-0.1481596653954363,-0.7171065336288219,0.086325481807386,0.9998496208093879,0.013231710884166087,-0.010741276051855585,0.0032066467187438284
3250,8177.008,364.958,-356.94599999999997,283.982,3.134568,0.041449,-0.033349,38.6,0,0,6.709458405259824,-3.574060874611677,0.0082574955834448,-0.0586234570993733,-0.6604479465401728,0.0865339376931187,0.9998506092418942,0.01322121833135133,-0.010637516227948453,0.0032866142073746055
3375,8178.2,364.966,-356.86899999999997,244.05599999999998,3.13471,0.041658,-0.033498,38.6,0,0,6.73422529185985,-3.369150455323946,0.057046147883288,-0.0750340821491463,-0.6592237392762874,0.0872097624785346,0.999849470043567,0.013287267154880327,-0.010684547389557377,0.0032134455391708556
3500,8178.608,364.917,-356.86899999999997,242.121,3.134751,0.041543,-0.033769,38.6,0,0,7.192736714166096,-4.234556934937465,0.102872871888996,-0.0029827545733312,-0.6193995557092027,0.0875976942264097,0.9998491011900049,0.013250408472869573,-0.010770840905094304,0.0031922579843860948
3625,8179.208,364.84,-356.85699999999997,227.559,3.134835,0.041558,-0.034074,38.6,0,0,6.379289624475789,-3.2280719257008625,-0.0108860540453601,-0.0861499154990413,-0.6873733077165414,0.0876433661756243,0.9998481319393335,0.013254824788907493,-0.010867820873411472,0.0031485149997954867
3750,8179.808,364.816,-356.851,202.389,3.134877,0.041469,-0.034215,38.7,0,0,6.404174095422043,-3.091520678438189,0.1145753420829781,-0.0972794186092245,-0.6865337386579756,0.0871306920685847,0.9998480884299167,0.013226260672779256,-0.010912645805761949,0.0031273396321668044
3875,8180.408,364.89,-356.89,193.091,3.134692,0.041547,-0.033642,38.7,0,0,6.870253401681481,-3.524119542867052,0.1489483846538802,-0.0620373265895048,-0.6476520673957665,0.0869170753008438,0.9998494175397515,0.013251937909856555,-0.01073053879133016,0.0032224097040106452
4000,8180.8,364.89700000000005,-356.868,191.913,3.134764,0.041551,-0.033815,38.7,0,0,7.287971275289704,-4.031699038822275,-0.0223361452944882,-0.0179234085829643,-0.6123830764879803,0.0867344621927916,0.9998489321575661,0.013252902923498875,-0.010785466351185638,0.003185458061620742
4125,8181.408,364.939,-356.86,176.37800000000001,3.134772,0.041649,-0.033718,38.7,0,0,6.671985602281561,-3.5163841941631246,-0.0582298121314426,-0.059095461834979,-0.6620002006395402,0.0870826556055662,0.9998488645178184,0.013284125722158618,-0.010754499534196361,0.0031813308529966716
4250,8181.808,364.86899999999997,-356.846,158.34500000000003,3.134695,0.041751,-0.033945,38.6,0,0,6.9812776686255456,-3.690052482358858,0.0492099165968095,-0.0468357648714134,-0.6375373599558729,0.0874670230302882,0.9998475264146082,0.013316968341524873,-0.010827153609567718,0.0032179219218694943
4375,8182.408,364.89700000000005,-356.82599999999996,143.907,3.134793,0.041668,-0.033734,38.6,0,0,6.889925711109942,-3.634206688508612,0.0531739395830221,-0.0538906467111403,-0.6464046809661153,0.0869281194993241,0.999848765089524,0.013290095500324992,-0.010759529653642203,0.003170620156773284
4500,8182.808,364.926,-356.852,143.124,3.134711,0.041791,-0.033658,38.7,0,1,6.777550479797162,-3.408231588120918,0.0642308565136531,-0.0715706105071223,-0.654806182360784,0.0869943803289344,0.9998483663510639,0.01332966996899469,-0.010735565835142095,0.003211203797021255
4625,8183.408,364.96,-356.89,143.12,3.134636,0.04184,-0.033359,38.6,0,1,6.7077464464469045,-3.4857587049461083,0.0468447479039048,-0.0657489072902702,-0.6597025169948774,0.0871308956954097,0.9998490448926148,0.01334562738330926,-0.010640458505731682,0.003249969209003259
4750,8183.808,364.92900000000003,-356.868,143.042,3.134723,0.041809,-0.033692,38.6,0,1,6.71937729544976,-3.474894811048874,0.0388889691032741,-0.0661016041530865,-0.6585701164308103,0.0871939917395196,0.9998481946861638,0.013335357915718174,-0.01074636750212578,0.003204902118278708
